,index,Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Time,Age2
1253,5225,May,1922,SOUTH AFRICA,Swimming,M,18,N,May,18
1254,5390,May,1911,SOUTH AFRICA,Swimming,M,0,Y,May,17
1255,5428,Dec,1908,SOUTH AFRICA,Swimming,M,16,Y,Dec,16
1256,5497,Apr,1905,SOUTH AFRICA,Swimming,M,26,Y,Apr,26
1257,5537,Apr,1902,SOUTH AFRICA,Swimming,M,0,UNKNOWN,Apr,17
1258,5545,Jul,1901,SOUTH AFRICA,Swimming,M,29,Y,Jul,29
1259,5552,Nov,1900,SOUTH AFRICA,Swimming,M,30,Y,Nov,30
1260,5553,Oct,1900,SOUTH AFRICA,Swimming,M,0,UNKNOWN,Oct,17
1261,5563,UNKNOWN,1900,SOUTH AFRICA,Swimming,M,0,N,UNKNOWN,17
1262,5747,Jan,1887,SOUTH AFRICA,Swimming,M,13,Y,Jan,13
1263,5762,Jan,1886,SOUTH AFRICA,Swimming,M,0,Y,Jan,17
1264,5778,Jan,1884,SOUTH AFRICA,Swimming,M,0,Y,Jan,17
1265,6213,UNKNOWN,UNKNOWN,SOUTH AFRICA,Swimming,M,0,Y,UNKNOWN,17
